campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
;==================================			CALEDONII		==============================================
;=========================================================================================================


faction	britanic_faction_05, balanced_osama
denari	5000
settlement
{
	level village
	region Caledonia

	year_founded 0
	population 500
	plan_set default_set
	faction_creator britanic_faction_05
}

character	Argentocoxos, named character, leader, age 32, , x 45, y 152
traits c_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , Intelligent 1 , Austere 1 , PublicFaith 1 , GoodDefender 2
ancillaries bard
army
unit		barb british general briton				exp 1 armour 0 weapon_lvl 0
unit		barb infantry briton				exp 0 armour 0 weapon_lvl 0
unit		barb infantry briton				exp 0 armour 0 weapon_lvl 0
unit		barb slinger briton				exp 0 armour 0 weapon_lvl 0

character	Calgacus, named character, heir, age 16, , x 47, y 154
traits c_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , Intelligent 1 , Energetic 1 , GoodDefender 2
army
unit		barb british general briton				exp 1 armour 0 weapon_lvl 0
unit		barb infantry briton				exp 0 armour 0 weapon_lvl 0

character_record	Belisama, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader
character_record	Ambiorix, 	male, command 0, influence 0, management 0, subterfuge 0, age 12, alive, never_a_leader

relative	Argentocoxos, 	Belisama,		Calgacus,	Ambiorix,	end


;=========================================================================================================
;==================================			FRISII			==============================================
;=========================================================================================================


faction	germanic_faction_01, balanced_mao
denari	5000
settlement
{
	level town
	region Germania_Inferior

	year_founded 0
	population 1600
	plan_set default_set
	faction_creator germanic_faction_01
	building
	{
		type core_building governors_house
	}
}

character	Ricburgis, named character, leader, age 25, , x 75, y 126
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Energetic 1 , GoodAmbusher 1 , NightBattleCapable 1
ancillaries armourer
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character	Tudrus, named character, heir, age 20, , x 74, y 127
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 2 , Upright 1 , Pious 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0

character_record	Sesithacus, 	male, command 0, influence 0, management 0, subterfuge 0, age 45, dead, never_a_leader
character_record	Biua, 	female, command 0, influence 0, management 0, subterfuge 0, age 24, alive, never_a_leader
character_record	Gundioc, 	male, command 0, influence 0, management 0, subterfuge 0, age 8, alive, never_a_leader

relative	Sesithacus,	none,		Ricburgis,	Tudrus,	end
relative	Ricburgis, 	Biua,		Gundioc,	end


;=========================================================================================================
;==================================			CIMBRI			==============================================
;=========================================================================================================


faction	germanic_faction_02, balanced_mao
denari	5000
settlement
{
	level town
	region Kimbrike_Chersonesos

	year_founded 0
	population 1400
	plan_set default_set
	faction_creator germanic_faction_02
	building
	{
		type core_building governors_house
	}
	building
	{
		type market trader
	}
}
settlement
{
	level town
	region Tribus_Saxones

	year_founded 0
	population 1500
	plan_set default_set
	faction_creator germanic_faction_02
	building
	{
		type core_building governors_house
	}
}

character	Adalwolf, named character, leader, age 20, , x 89, y 152
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Energetic 2 , GoodAmbusher 1 , NightBattleCapable 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character	Tancred, named character, heir, age 20, , x 87, y 139
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Energetic 2 , HaleAndHearty 1 , GoodDefender 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character_record	Adelgund, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Athanaric, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Ramis, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Adalwolf, 	Adelgund,		Athanaric,	end
relative	Tancred, 	Ramis,	end

;=========================================================================================================
;==================================			MARCOMANI		==============================================
;=========================================================================================================


faction	germanic_faction_03, balanced_smith
denari	5000
settlement
{
	level village
	region Agri_Decumates

	year_founded 0
	population 900
	plan_set default_set
	faction_creator germanic_faction_03
}

character	Malorix, named character, leader, age 20, , x 88, y 117
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , HaleAndHearty 1 , Berserker 2 , Bloodthirsty 1 , Energetic 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character	Hema, named character, heir, age 20, , x 87, y 118
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Berserker 1 , Intelligent 2 , Disloyal 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character_record	Brunhild, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Oza, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Edith, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Malorix, 	Brunhild,		Oza,	end
relative	Hema, 		Edith,		end


;=========================================================================================================
;==================================			CHERUSI			==============================================
;=========================================================================================================


faction	germanic_faction_04, fortified_mao
denari	5000
settlement
{
	level town
	region Locus_Cherusci

	year_founded 0
	population 1200
	plan_set default_set
	faction_creator germanic_faction_04
	building
	{
		type core_building governors_house
	}
}

character	Ariogaisus, named character, leader, age 34, , x 88, y 130
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , Energetic 1 , GoodAmbusher 1 , NightBattleCapable 1
ancillaries bard, beastmaster
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character	Kuonrad, named character, heir, age 16, , x 90, y 130
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , Energetic 1 , HaleAndHearty 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		barb cavalry german				exp 0 armour 0 weapon_lvl 0

character_record	Aurinia, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader
character_record	Vangio, 	male, command 0, influence 0, management 0, subterfuge 0, age 11, alive, never_a_leader

relative	Ariogaisus, 	Aurinia,		Kuonrad,	Vangio,	end


;=========================================================================================================
;==================================			LUGII			==============================================
;=========================================================================================================


faction	germanic_faction_05, balanced_henry
denari	5000
settlement
{
	level town
	region Regnum_Marcomannii

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator germanic_faction_05
	building
	{
		type core_building governors_house
	}
}

character	Hariulfus, named character, leader, age 40, , x 115, y 125
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , Intelligent 2 , Austere 1
ancillaries civilized_slave
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 0 armour 0 weapon_lvl 0
unit		barb cavalry german				exp 0 armour 0 weapon_lvl 0
unit		barb peltast german				exp 0 armour 0 weapon_lvl 0

character	Hanhavaldi, named character, heir, age 21, , x 117, y 125
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 2 , Girls 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Herlinda, 	female, command 0, influence 0, management 0, subterfuge 0, age 38, alive, never_a_leader
character_record	Theodoric, 	male, command 0, influence 0, management 0, subterfuge 0, age 14, alive, never_a_leader

relative	Hariulfus, 	Herlinda,		Hanhavaldi, Theodoric,	end


;=========================================================================================================
;==================================			AESTI			==============================================
;=========================================================================================================


faction	germanic_faction_06, balanced_mao
denari	5000
settlement
{
	level town
	region Locus_Gepidae

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator germanic_faction_06
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
}

character	Adalmun, named character, leader, age 36, , x 122, y 141
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodTrader 1 , GoodDefender 2 , GoodFarmer 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0

character	Eraric, named character, heir, age 20, , x 125, y 140
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Berserker 1 , HaleAndHearty 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Edith, 	female, command 0, influence 0, management 0, subterfuge 0, age 36, alive, never_a_leader
character_record	Dodonis, 	male, command 0, influence 0, management 0, subterfuge 0, age 15, alive, never_a_leader

relative	Adalmun, 	Edith,		Eraric,	Dodonis,	end


;=========================================================================================================
;==================================			GUTONES			==============================================
;=========================================================================================================


faction	germanic_faction_07, fortified_caesar
denari	5000
settlement
{
	level town
	region Locus_Gothi

	year_founded 0
	population 1200
	plan_set default_set
	faction_creator germanic_faction_07
	building
	{
		type core_building governors_house
	}
}

character	Dapyx, named character, leader, age 20, , x 114, y 131
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , GoodCommander 2 , HarshJustice 2 , GoodEngineer 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		barb peltast german				exp 1 armour 0 weapon_lvl 0

character	Vencaslac, named character, heir, age 20, , x 112, y 130
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodTrader 3 , GoodTaxman 2 , Just 1 , Upright 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Bescela, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Marcuui, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Ulrike, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Dapyx, 		Bescela,		Marcuui,	end
relative	Vencaslac, 	Ulrike,		end


;=========================================================================================================
;=======================================			CHATTI			======================================
;=========================================================================================================


faction	germanic_faction_08, fortified_caesar
denari	5000
settlement
{
	level town
	region Locus_Chatti

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator germanic_faction_08
	building
	{
		type core_building governors_house
	}
}

; mattium
character	Burkhard, named character, leader, age 20, , x 86, y 124
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , GoodCommander 1 , GoodDefender 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		barb peltast german				exp 1 armour 0 weapon_lvl 0

character	Rando, named character, heir, age 20, , x 85, y 126
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodFarmer 2 , GoodTaxman 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Johanna, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Kuonrad, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Bebelina, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Burkhard, 		Johanna,		Kuonrad,	end
relative	Rando, 	Bebelina,		end


;=========================================================================================================
;======================================			CHAUCI			==========================================
;=========================================================================================================


faction	germanic_faction_09, fortified_stalin
denari	5000
settlement
{
	level town
	region Locus_Chauci

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator germanic_faction_09
	building
	{
		type core_building governors_house
	}
}

; tekelia
character	Oza, named character, leader, age 20, , x 82, y 134
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , GoodCommander 2 , Intelligent 1 , HarshJustice 2 , Bloodthirsty 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		barb peltast german				exp 1 armour 0 weapon_lvl 0

character	Horsa, named character, heir, age 20, , x 81, y 136
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , HaleAndHearty 2 , Brave 1
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Biua, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Sigimer, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Ludwiga, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Oza, 		Biua,		Sigimer,	end
relative	Horsa, 	Ludwiga,		end


;=========================================================================================================
;======================================			RUGII			==========================================
;=========================================================================================================


faction	germanic_faction_10, trader_napoleon
denari	5000
settlement
{
	level town
	region Locus_Rugii

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator germanic_faction_10
	building
	{
		type core_building governors_house
	}
}

; rougion
character	Gaiseric, named character, leader, age 20, , x 111, y 138
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , GoodCommander 2 , Intelligent 2 , Energetic 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		warband spear german				exp 1 armour 0 weapon_lvl 0
unit		barb peltast german				exp 1 armour 0 weapon_lvl 0

character	Clovis, named character, heir, age 20, , x 110, y 138
traits g_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , HaleAndHearty 2 , GoodTrader 2
army
unit		barb chieftain cavalry early german				exp 1 armour 0 weapon_lvl 0

character_record	Ramis, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader
character_record	Flavus, 	male, command 0, influence 0, management 0, subterfuge 0, age 0, alive, never_a_leader
character_record	Priska, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Gaiseric, 		Ramis,		Flavus,	end
relative	Clovis, 	Priska,		end


;=========================================================================================================
;==================================			BASTARNAE		==============================================
;=========================================================================================================


faction	dacian_faction_01, balanced_stalin
denari	5000
settlement
{
	level town
	region Tribus_Getae

	year_founded 0
	population 1700
	plan_set default_set
	faction_creator dacian_faction_01
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type equestrian stables
	}
}

character	Vezina, named character, leader, age 35, , x 152, y 101
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , Bloodthirsty 1 , Girls 1 , GoodBuilder 1
ancillaries armourer
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb archer dacian				exp 0 armour 0 weapon_lvl 0

character	Scorilo, named character, heir, age 17, , x 150, y 100
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , HarshJustice 2 , Bloodthirsty 1
ancillaries armourer
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0

character_record	Birkita, 	female, command 0, influence 0, management 0, subterfuge 0, age 34, alive, never_a_leader
character_record	Cotiso, 	male, command 0, influence 0, management 0, subterfuge 0, age 12, alive, never_a_leader

relative	Vezina, 	Birkita,		Scorilo,	Cotiso,	end


;=========================================================================================================
;==================================			BIEPHI			==============================================
;=========================================================================================================


faction	dacian_faction_02, fortified_napoleon
denari	5000
settlement
{
	level town
	region Locus_Biephi

	year_founded 0
	population 2800
	plan_set default_set
	faction_creator dacian_faction_02
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
}

character	Duras, named character, leader, age 32, , x 126, y 98
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 1 , HaleAndHearty 2 , Brave 1 , GoodCommander 2
ancillaries civilized_slave
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		warband falx dacian				exp 0 armour 0 weapon_lvl 0
unit		barb archer dacian				exp 0 armour 0 weapon_lvl 0

character	Deceneu, named character, heir, age 16, , x 125, y 97
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , Intelligent 1 , HaleAndHearty 2 , Energetic 1
ancillaries civilized_slave
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0
unit		barb cavalry dacian				exp 0 armour 0 weapon_lvl 0

character_record	Dita, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader
character_record	Ata, 	male, command 0, influence 0, management 0, subterfuge 0, age 13, alive, never_a_leader

relative	Duras, 	Dita,		Deceneu,	Ata,	end


;=========================================================================================================
;==================================			ANARTES			==============================================
;=========================================================================================================


faction	dacian_faction_03, balanced_stalin
denari	5000
settlement
{
	level town
	region Tribus_Iazyges

	year_founded 0
	population 1000
	plan_set default_set
	faction_creator dacian_faction_03
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
}

character	Scyles, named character, leader, age 30, , x 131, y 114
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , HaleAndHearty 1 , Energetic 1 , GoodCommander 2 , GoodSiegeAttacker 1 , GoodRiskyAttacker 1
ancillaries swordbearer
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		warband falx dacian				exp 0 armour 0 weapon_lvl 0
unit		barb archer dacian				exp 0 armour 0 weapon_lvl 0

character	Saulius, named character, heir, age 20, , x 133, y 115
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , Bloodthirsty 1 , Energetic 1 , Girls 1 , Loyal 1
army
unit		barb chieftain cavalry early dacian				exp 1 armour 0 weapon_lvl 0
unit		barb cavalry dacian				exp 0 armour 0 weapon_lvl 0

character_record	Machene, 	female, command 0, influence 0, management 0, subterfuge 0, age 24, alive, never_a_leader
character_record	Rhemaxos, 	male, command 0, influence 0, management 0, subterfuge 0, age 8, alive, never_a_leader
character_record	Afina, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Scyles, 	Machene,		Rhemaxos,	end
relative	Saulius, 	Afina,		end


;=========================================================================================================
;===================================			PAIONIA		==============================================
;=========================================================================================================


faction	thracian_faction_01, bureaucrat_stalin
denari	5000
settlement
{
	level large_town
	region Paionia

	year_founded 0
	population 3200
	plan_set default_set
	faction_creator thracian_faction_01
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type barracks muster_field
	}
}

character	Leon Paeonian, named character, leader, age 34, , x 132, y 73
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 3 , Bloodthirsty 1 , Energetic 1
ancillaries swordbearer
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Dropion Paeonian, named character, heir, age 16, , x 131, y 72
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , Intelligent 3 , GoodTrader 1 , GoodFarmer 1 , GoodMiner 2 , GoodBuilder 1
ancillaries civilized_slave
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0

character_record	Karia, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Leon Paeonian, 		none,		Dropion Paeonian,	end
relative	Dropion Paeonian,	Karia,		end


;=========================================================================================================
;====================================			SERDI		==============================================
;=========================================================================================================


faction	thracian_faction_02, bureaucrat_stalin
denari	5000
settlement
{
	level village
	region Locus_Serdi

	year_founded 0
	population 700
	plan_set default_set
	faction_creator thracian_faction_01
}

; serdica
character	Drenis, named character, leader, age 33, , x 136, y 77
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , Intelligent 2 , Bloodthirsty 1 , Energetic 1
ancillaries priest_of_Zeus
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb archer dacian				exp 0 armour 0 weapon_lvl 0

character	Iptacens, named character, heir, age 16, , x 134, y 77
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 3 , Intelligent 2 , Energetic 2 , GoodFarmer 1
ancillaries priest_of_Bendis
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		barb infantry dacian				exp 0 armour 0 weapon_lvl 0
unit		barb cavalry dacian				exp 0 armour 0 weapon_lvl 0

character_record	Cerzula, 	female, command 0, influence 0, management 0, subterfuge 0, age 16, alive, never_a_leader

relative	Drenis, 		none,		Iptacens,	end
relative	Iptacens,	Cerzula,		end


;=========================================================================================================
;==================================			DELMETAE		==============================================
;=========================================================================================================


faction	illyrian_faction_01, trader_mao
denari	5000
settlement
{
	level large_town
	region Illyria_Pannonia

	year_founded 0
	population 3400
	plan_set default_set
	faction_creator illyrian_faction_01
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks muster_field
	}
}

character	Pytros, named character, leader, age 34, , x 105, y 86
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodFarmer 1 , GoodTaxman 1 , GoodBuilder 1 , Upright 1
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 1 armour 0 weapon_lvl 0
unit		cilician pirate				exp 1 armour 0 weapon_lvl 0

character	Skaris, named character, heir, age 16, , x 104, y 87
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodAttacker 2 , GoodCommander 1 , Bloodthirsty 1 , GoodEngineer 1
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0

character_record	Eptarys, 	female, command 0, influence 0, management 0, subterfuge 0, age 32, alive, never_a_leader
character_record	Gaidres, 	male, command 0, influence 0, management 0, subterfuge 0, age 12, alive, never_a_leader

relative	Pytros, 	Eptarys,		Skaris,	Gaidres,	end


;=========================================================================================================
;==================================			DAORSI			==============================================
;=========================================================================================================


faction	illyrian_faction_02, sailor_mao
denari	5000
settlement
{
	level town
	region Dalmatia

	year_founded 0
	population 1400
	plan_set default_set
	faction_creator illyrian_faction_02
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks muster_field
	}
}

character	Desakenthos, named character, leader, age 35, , x 116, y 81
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 1 , GoodBuilder 2 , KindRuler 1 , Just 1
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		cilician pirate				exp 1 armour 0 weapon_lvl 0

character	Ziper, named character, heir, age 16, , x 115, y 82
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodDefender 2 , Pious 1 , Energetic 1
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0

character_record	Ketripora, 	female, command 0, influence 0, management 0, subterfuge 0, age 33, alive, never_a_leader
character_record	Brinkazis, 	male, command 0, influence 0, management 0, subterfuge 0, age 13, alive, never_a_leader

relative	Desakenthos, 	Ketripora,		Ziper,	Brinkazis,	end


;=========================================================================================================
;==================================			ARDIAEI			==============================================
;=========================================================================================================


faction	illyrian_faction_03, sailor_mao
denari	5000
settlement
{
	level town
	region Illyria

	year_founded 0
	population 3000
	plan_set default_set
	faction_creator illyrian_faction_03
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type port_buildings port
	}
}

character	Pleuratus of Illyria, named character, leader, age 35, , x 122, y 74
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodAmbusher 2 , GoodDefender 2 , Intelligent 1
ancillaries mercenary_captain
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		cilician pirate				exp 0 armour 0 weapon_lvl 0
unit		illyrian				exp 1 armour 0 weapon_lvl 0

character	Agron of Illyria, named character, heir, age 16, , x 122, y 75
traits b_paganism 1 , LoyaltyStarter 1 , AIBattleBonus 1 , NaturalMilitarySkill 2 , GoodCommander 1 , GoodRiskyAttacker 1 , Energetic 2
ancillaries mercenary_captain
army
unit		thracian bodyguard early				exp 1 armour 0 weapon_lvl 0
